aX,aY,aZ,gX,gY,gZ,ss
0.126,0.069,-1.207,-2.930,4.028,4.089,24.20
0.176,-0.076,-1.294,-3.723,5.188,4.089,24.20
0.260,-0.157,-0.910,-5.310,7.507,4.272,24.20
0.267,-0.149,-0.407,-5.249,5.432,4.456,24.20
0.286,-0.108,-0.802,-0.793,1.282,4.883,24.20
0.191,-0.124,-1.134,-0.488,0.000,4.456,24.20
0.187,-0.139,-1.293,-0.671,1.282,4.150,24.20
0.107,-0.113,-1.009,-1.648,3.357,4.150,24.20
0.004,-0.060,-0.956,-1.099,4.333,4.272,24.20
0.019,-0.037,-1.036,15.442,3.845,4.456,24.20
0.086,-0.013,-1.016,-0.488,3.601,4.578,24.20
0.084,-0.033,-1.010,-0.793,3.784,4.211,24.20
0.153,-0.068,-1.136,-1.404,2.014,3.845,24.20
0.235,-0.034,-1.141,-1.160,1.160,3.845,24.20
0.212,-0.050,-1.050,-0.793,2.014,3.967,24.20
0.093,-0.067,-0.990,-0.488,2.808,4.272,24.20
0.043,-0.086,-1.025,-0.244,3.052,4.333,24.20

0.194,0.025,-1.107,-0.610,-0.610,0.244,27.23
0.221,0.028,-1.120,-1.709,-1.587,-0.610,27.23
0.246,-0.162,-0.989,-3.113,0.305,-0.305,27.23
0.181,-0.212,-0.865,-1.404,1.282,0.732,27.23
0.178,0.004,-0.821,0.366,-0.122,0.549,27.23
0.286,0.029,-1.082,-1.282,-1.221,-0.366,27.23
0.308,-0.132,-0.943,-2.136,0.977,-0.488,27.23
0.312,-0.169,-0.881,-0.854,1.648,0.305,27.23
0.289,-0.100,-0.800,-0.854,0.488,-15.259,27.23
0.349,-0.101,-0.851,-1.038,-1.099,-0.366,27.23
0.425,-0.100,-1.170,-0.793,-2.136,0.000,27.23
0.395,-0.061,-1.119,-0.122,0.000,0.000,27.23
0.281,-0.070,-0.984,-0.488,1.648,-0.061,27.23
0.168,-0.140,-0.857,-0.610,0.488,0.000,27.23
0.204,-0.177,-1.051,-0.183,-1.221,0.183,27.23
0.329,-0.212,-1.190,-0.244,-0.610,0.000,27.23
0.371,-0.131,-0.985,1.404,2.075,0.244,27.23
0.356,-0.036,-0.859,1.221,2.441,-0.183,27.23
0.320,-0.086,-0.838,1.038,1.160,-15.625,27.23
0.340,-0.135,-1.022,0.732,-0.549,-0.183,27.23
0.266,-0.038,-0.970,0.488,-0.488,-0.427,27.23
0.185,-0.116,-0.930,-0.061,-0.916,-0.671,27.23
0.328,-0.218,-1.141,0.610,-1.709,-0.305,27.23
0.391,-0.122,-1.208,1.648,1.587,0.000,27.23
0.205,0.019,-0.755,1.892,3.967,-0.183,27.23
0.164,-0.026,-0.677,1.465,1.099,-0.305,27.23
0.344,-0.204,-1.088,0.366,-0.916,-0.854,27.23
0.288,-0.175,-0.973,0.549,1.221,-0.671,27.23
0.172,0.003,-0.880,1.709,0.244,-0.427,27.23
0.322,0.013,-1.248,1.892,-1.953,-0.610,27.23
0.453,-0.234,-1.042,-0.061,0.183,-0.732,27.23
0.192,-0.106,-0.580,1.160,3.540,0.305,27.23
0.273,0.067,-1.017,3.662,-0.671,-0.122,27.23
0.353,-0.035,-1.194,1.831,-1.221,-0.977,27.23
0.234,-0.185,-0.991,0.000,0.977,-1.099,27.23
0.245,-0.066,-0.905,2.502,0.000,0.000,27.23
0.370,0.028,-1.076,2.197,-0.488,-0.427,27.23
0.292,-0.082,-1.005,0.610,1.526,-0.916,27.23
0.156,-0.183,-0.854,0.977,2.380,-0.610,27.23
0.271,-0.190,-1.080,2.747,-0.061,-0.183,27.23
0.390,-0.059,-1.078,2.197,-0.061,-0.916,27.23
0.294,-0.060,-0.918,1.587,0.671,-0.854,27.23
0.402,-0.131,-0.998,2.136,0.305,-0.366,27.23
0.462,-0.161,-0.959,2.136,1.953,-0.183,27.23
0.229,-0.098,-0.639,2.380,2.502,-0.305,27.23
0.152,-0.085,-0.845,3.174,-1.404,-0.366,27.23
0.343,-0.140,-1.310,2.380,-2.930,-0.427,27.23
0.429,-0.077,-1.353,2.075,0.549,-0.671,27.23
0.269,0.032,-0.917,3.296,3.357,-0.183,27.23
0.240,0.014,-0.923,3.174,1.831,-0.549,27.23
0.375,-0.088,-1.102,1.648,0.305,-0.854,27.23
0.398,-0.079,-1.061,1.892,1.892,-0.610,27.23
0.385,-0.069,-0.870,2.808,3.296,-0.610,27.23
0.268,-0.115,-0.708,2.441,1.099,-0.549,27.23
0.275,-0.091,-1.008,2.441,-0.427,-0.854,27.23
0.274,-0.039,-0.987,2.869,-0.183,-0.488,27.23
0.353,0.019,-1.006,2.686,0.366,-0.610,27.23
0.377,-0.046,-1.089,2.258,0.854,-0.854,27.23
0.285,-0.110,-1.041,2.075,2.258,-0.793,27.23
0.240,-0.087,-0.865,2.625,1.526,-0.549,27.23
0.253,-0.055,-1.128,3.296,1.160,-0.488,25.61
0.256,-0.021,-1.007,3.235,1.953,-0.671,25.61
0.304,-0.001,-0.957,2.380,1.526,-0.977,25.61
0.383,-0.034,-0.950,2.441,2.014,-0.549,25.61
0.432,0.003,-0.876,2.563,1.953,-0.732,25.61
0.376,0.028,-0.847,2.930,2.075,-0.671,25.61
0.306,-0.012,-1.095,2.502,0.610,-0.671,25.61
0.337,-0.001,-1.241,1.953,0.244,-0.916,25.61
0.349,0.001,-1.109,2.014,1.465,-1.221,25.61
0.202,-0.025,-0.950,1.709,2.502,-1.343,25.61
0.267,-0.001,-0.969,1.465,1.160,-1.038,25.61
0.410,0.034,-1.160,1.770,1.709,-1.160,25.61
0.323,0.077,-0.941,1.526,3.723,-1.587,25.61
0.228,0.049,-0.802,0.977,2.625,-1.221,25.61
0.379,-0.048,-1.185,0.671,0.732,-1.160,25.61
0.450,-0.013,-1.072,0.610,2.197,-1.221,25.61
0.340,0.071,-0.922,1.282,2.563,-1.099,25.61
0.310,0.017,-1.092,1.343,1.465,-1.221,25.61
0.365,-0.069,-1.019,0.549,1.770,-1.587,25.61
0.247,0.073,-0.824,0.793,1.892,-1.221,25.61
0.216,0.179,-1.132,0.916,0.183,-1.648,25.61
0.324,0.016,-1.325,-0.549,1.892,-2.014,25.61
0.294,-0.144,-0.951,-1.160,5.066,-1.770,25.61
0.238,-0.060,-0.549,0.183,4.150,-1.343,25.61
0.305,0.081,-0.978,1.099,0.488,-1.892,25.61
0.320,0.021,-1.166,-0.305,0.549,-2.197,25.61
0.280,-0.012,-1.013,0.183,1.526,-2.136,25.61
0.285,0.020,-0.995,0.488,1.343,-1.709,25.61
0.321,0.027,-1.111,-0.732,1.038,-1.770,25.61
0.293,0.009,-1.060,-1.099,2.563,-1.892,25.61
0.240,-0.021,-0.881,-0.366,3.418,-1.709,25.61
0.235,-0.028,-0.744,-0.244,2.869,-1.404,25.61
0.205,-0.077,-0.948,-0.244,1.343,-1.770,25.61
0.208,-0.135,-0.999,-0.732,0.916,-2.014,25.61
0.322,-0.055,-1.021,0.305,-0.244,-1.526,25.61
0.397,0.065,-1.106,0.671,1.282,-1.953,25.61
0.322,0.086,-1.005,0.549,2.991,-2.014,25.61
0.254,0.020,-0.825,0.000,4.211,-1.831,25.61
0.239,-0.047,-0.814,-0.793,2.075,-1.892,25.61
0.267,-0.075,-0.957,-1.160,1.343,-2.197,25.61
0.268,-0.045,-1.003,-0.977,0.916,-2.197,25.61
0.327,-0.005,-1.012,0.488,0.854,-1.770,25.61
0.386,-0.008,-1.055,0.549,2.625,-1.770,25.61
0.323,-0.016,-0.850,-0.549,4.395,-1.953,25.61
0.226,0.017,-0.644,0.061,3.540,-1.831,25.61
0.238,0.051,-0.796,-0.244,1.160,-2.014,25.61
0.192,0.123,-0.863,-0.916,1.526,-2.075,25.61
0.100,0.245,-0.952,-0.488,0.183,-2.197,25.61
0.137,0.116,-1.199,-0.671,-0.793,-2.197,25.61
0.162,-0.024,-0.871,-1.953,2.380,-2.258,25.61
0.137,-0.174,-0.758,-2.808,2.930,-2.136,25.61
0.176,-0.255,-0.728,-2.747,1.282,-2.197,25.61
0.368,-0.191,-0.909,-1.099,0.488,-2.136,25.61
0.507,-0.070,-0.924,-0.732,0.061,-2.136,25.61
0.518,0.016,-1.347,-0.183,-0.793,-2.197,25.61
0.469,0.156,-1.190,1.099,-0.061,-2.197,25.61
0.433,0.194,-1.111,-0.305,0.977,-2.258,25.61
0.276,-0.196,-1.067,-0.977,1.770,-2.136,25.61
0.306,-0.506,-1.143,-0.732,2.930,-1.953,25.61
0.170,-0.480,-0.848,-3.113,3.845,-2.197,25.61
0.292,-0.198,-0.911,0.366,-0.488,-1.465,25.61
0.470,-0.073,-1.433,3.479,0.366,-1.221,25.82
0.335,-0.157,-0.779,0.916,5.188,-1.587,25.82
0.340,-0.110,-0.528,2.686,4.883,-0.793,25.82
0.385,-0.072,-0.710,4.150,2.075,-1.038,25.82
0.297,0.074,-1.007,1.831,-0.793,-1.892,25.82
0.191,0.138,-1.124,0.488,-0.610,-2.075,25.82
0.120,-0.064,-0.808,0.610,1.160,-2.197,25.82
0.122,-0.267,-0.727,0.977,1.038,-1.709,25.82
0.199,-0.022,-0.913,2.686,0.427,-0.916,25.82
0.254,0.225,-1.050,2.380,0.854,-1.465,25.82
0.358,0.034,-0.939,0.793,1.648,-1.892,25.82
0.451,-0.151,-0.829,-0.671,3.235,-1.831,25.82
0.214,-0.072,-0.637,-0.793,1.953,-2.075,25.82
0.199,0.022,-1.112,0.488,-1.587,-1.892,25.82
0.253,-0.186,-1.480,-0.061,-1.770,-2.197,25.82
0.325,-0.336,-1.073,-0.427,1.343,-2.258,25.82
0.297,-0.132,-0.575,-0.610,2.136,-1.709,25.82
0.355,-0.054,-1.207,2.136,0.793,-1.221,25.82
0.383,-0.233,-1.138,1.831,2.441,-1.282,25.82
0.254,-0.146,-0.726,1.953,5.249,-1.404,25.82
0.166,0.016,-0.607,1.526,1.343,-1.648,25.82
0.377,-0.118,-1.474,1.404,-2.258,-1.953,25.82
0.527,-0.135,-1.060,0.305,1.648,-2.014,25.82
0.196,-0.154,-0.535,-0.549,7.263,-1.404,25.82
0.046,-0.203,-0.200,1.282,2.441,-0.916,25.82
0.371,-0.141,-1.530,5.615,-2.625,-0.793,25.82
0.389,-0.074,-1.197,2.014,0.427,-1.587,25.82
0.132,-0.162,-0.681,2.197,2.869,-1.038,25.82
0.080,-0.287,-0.739,3.418,-0.549,-0.671,25.82
0.254,-0.269,-1.192,3.479,-0.854,-1.038,25.82
0.283,-0.336,-1.069,2.197,2.686,-0.977,25.82
0.247,-0.469,-0.583,2.258,2.747,-0.854,25.82
0.371,-0.286,-0.931,5.066,1.099,-0.549,25.82
0.383,-0.041,-0.887,4.700,1.343,-0.854,25.82
0.456,0.168,-0.700,5.066,1.770,-0.427,25.82
0.443,0.340,-1.128,4.822,-1.648,-0.732,25.82
0.436,0.199,-1.480,3.540,-2.502,-1.404,25.82
0.330,-0.040,-1.466,1.282,-0.610,-2.075,25.82
0.265,-0.308,-0.871,2.136,2.686,-2.075,25.82
0.228,-0.385,-1.062,2.136,1.282,-1.770,25.82
0.258,-0.161,-1.206,2.197,1.221,-1.953,25.82
0.266,-0.063,-1.066,2.136,2.014,-2.197,25.82
0.335,-0.068,-0.892,2.075,2.441,-2.014,25.82
0.366,0.056,-0.797,2.380,1.282,-1.831,25.82
0.376,0.099,-0.979,1.953,-0.305,-2.075,25.82
0.357,0.001,-1.067,0.977,0.305,-2.258,25.82
0.348,-0.051,-0.883,0.488,0.732,-2.258,25.82
0.235,-0.186,-0.921,0.977,-0.122,-2.258,25.82
0.122,-0.300,-1.001,2.502,1.038,-1.892,25.82
0.172,-0.272,-0.813,2.075,1.099,-1.770,25.82
0.264,-0.052,-0.832,3.174,0.122,-1.953,25.82
0.384,0.005,-1.096,3.052,-0.671,-1.770,25.82
0.298,-0.126,-1.045,2.747,0.122,-1.648,25.82
0.292,-0.184,-0.872,2.747,1.892,-1.953,25.82
0.318,-0.169,-0.890,3.845,0.244,-1.526,25.82
0.375,-0.081,-1.124,2.258,-1.099,-2.136,25.82
0.286,-0.076,-1.194,2.563,0.244,-2.197,25.82
0.332,-0.104,-0.971,3.662,1.892,-2.258,25.82
0.299,-0.026,-0.791,3.723,1.038,-2.075,25.82
0.275,0.085,-0.861,2.930,-1.343,-2.075,25.82
0.330,0.075,-1.203,2.563,-1.831,-1.953,25.82
0.513,-0.093,-1.204,1.831,0.671,-2.258,25.82
0.374,-0.162,-0.565,1.343,2.686,-2.197,25.82
0.193,-0.058,-0.776,1.770,-0.366,-2.258,25.82
0.209,-0.004,-1.243,2.869,-1.831,-2.197,25.45
0.191,-0.106,-1.064,2.136,-1.282,-2.258,25.45
0.158,-0.095,-0.808,1.160,0.244,-2.258,25.45
0.126,0.006,-1.024,2.075,-1.587,-2.319,25.45
0.335,0.026,-1.336,2.014,-2.075,-2.319,25.45
0.332,-0.023,-0.957,0.977,0.488,-2.563,25.45
0.187,-0.051,-1.018,1.587,0.977,-2.258,25.45
0.202,0.010,-1.156,2.930,-0.671,-2.258,25.45
0.362,0.078,-1.233,1.648,0.610,-2.380,25.45
0.241,-0.001,-0.783,0.488,1.648,-2.502,25.45
0.230,-0.133,-0.636,0.549,0.000,-2.258,25.45
0.372,-0.123,-0.827,1.099,-1.770,-2.258,25.45
0.412,-0.094,-0.907,1.343,-1.526,-2.258,25.45
0.239,-0.101,-0.848,1.709,-1.526,-2.258,25.45
0.258,-0.041,-1.120,2.747,-2.075,-2.197,25.45
0.405,0.028,-1.165,2.441,-1.892,-2.319,25.45
0.280,0.007,-0.906,1.282,1.038,-2.380,25.45
0.121,-0.044,-0.715,1.831,2.136,-2.258,25.45
0.149,-0.050,-0.860,2.136,-0.671,-2.197,25.45
0.344,-0.043,-1.013,1.404,-2.014,-2.502,25.45
0.353,-0.071,-0.960,1.343,-1.770,-2.319,25.45
0.316,-0.108,-1.005,2.502,-1.221,-2.258,25.45
0.371,-0.126,-1.110,2.625,-0.122,-2.197,25.45
0.306,-0.084,-0.751,2.563,2.014,-2.258,25.45
0.256,0.009,-0.678,3.235,-0.183,-2.136,25.45
0.369,0.057,-1.061,3.052,-2.075,-2.197,25.45
0.464,0.005,-1.132,1.648,-0.610,-2.319,25.45
0.304,-0.103,-0.717,0.793,0.244,-2.258,25.45
0.192,-0.077,-0.800,1.770,-1.709,-2.197,25.45
0.240,-0.070,-1.354,2.258,-2.319,-2.258,25.45
0.298,-0.098,-1.235,2.014,0.488,-2.258,25.45
0.302,-0.024,-0.826,2.808,1.404,-2.258,25.45
0.276,0.028,-0.823,2.747,0.549,-2.258,25.45
0.284,0.044,-0.935,2.380,-0.366,-2.258,25.45
0.285,-0.016,-0.901,1.282,0.366,-2.319,25.45
0.257,-0.025,-0.889,1.648,0.244,-2.258,25.45
0.235,0.036,-1.090,1.892,-1.648,-2.258,25.45
0.255,0.026,-1.069,1.160,-1.831,-2.563,25.45
0.364,-0.006,-0.941,1.465,0.305,-2.502,25.45
0.307,0.051,-0.744,1.587,2.625,-2.258,25.45
0.184,0.178,-0.719,1.465,2.197,-2.258,25.45
0.344,0.155,-0.949,0.854,0.427,-2.258,25.45
0.528,0.068,-0.898,-0.854,1.282,-2.563,25.45
0.439,-0.016,-0.597,-2.075,0.793,-2.380,25.45
0.389,-0.147,-0.740,14.832,-1.038,-2.258,25.45
0.503,-0.354,-0.956,1.404,-1.709,-2.258,25.45
0.426,-0.317,-0.884,0.977,-1.099,-2.258,25.45
0.165,-0.204,-0.984,2.380,-1.892,-2.197,25.45
0.140,-0.203,-1.556,4.211,-2.930,-2.136,25.45
0.166,-0.094,-1.242,4.272,0.793,-2.258,25.45
-0.004,0.086,-0.698,2.441,4.150,-2.258,25.45
-0.150,0.181,-1.200,2.502,0.549,-2.258,25.45
0.030,0.069,-1.505,2.808,-1.465,-2.441,25.45

0.322,0.013,-1.248,1.892,-1.953,-0.610,27.23
0.453,-0.234,-1.042,-0.061,0.183,-0.732,27.23
0.192,-0.106,-0.580,1.160,3.540,0.305,27.23
0.273,0.067,-1.017,3.662,-0.671,-0.122,27.23
0.353,-0.035,-1.194,1.831,-1.221,-0.977,27.23
0.234,-0.185,-0.991,0.000,0.977,-1.099,27.23
0.245,-0.066,-0.905,2.502,0.000,0.000,27.23
0.370,0.028,-1.076,2.197,-0.488,-0.427,27.23
0.292,-0.082,-1.005,0.610,1.526,-0.916,27.23
0.156,-0.183,-0.854,0.977,2.380,-0.610,27.23
0.271,-0.190,-1.080,2.747,-0.061,-0.183,27.23
0.390,-0.059,-1.078,2.197,-0.061,-0.916,27.23
0.294,-0.060,-0.918,1.587,0.671,-0.854,27.23
0.402,-0.131,-0.998,2.136,0.305,-0.366,27.23
0.462,-0.161,-0.959,2.136,1.953,-0.183,27.23
0.229,-0.098,-0.639,2.380,2.502,-0.305,27.23
0.152,-0.085,-0.845,3.174,-1.404,-0.366,27.23
0.343,-0.140,-1.310,2.380,-2.930,-0.427,27.23
0.429,-0.077,-1.353,2.075,0.549,-0.671,27.23
0.269,0.032,-0.917,3.296,3.357,-0.183,27.23
0.240,0.014,-0.923,3.174,1.831,-0.549,27.23
0.375,-0.088,-1.102,1.648,0.305,-0.854,27.23
0.398,-0.079,-1.061,1.892,1.892,-0.610,27.23
0.385,-0.069,-0.870,2.808,3.296,-0.610,27.23
0.268,-0.115,-0.708,2.441,1.099,-0.549,27.23
0.275,-0.091,-1.008,2.441,-0.427,-0.854,27.23
0.274,-0.039,-0.987,2.869,-0.183,-0.488,27.23
0.353,0.019,-1.006,2.686,0.366,-0.610,27.23
0.377,-0.046,-1.089,2.258,0.854,-0.854,27.23
0.285,-0.110,-1.041,2.075,2.258,-0.793,27.23
0.240,-0.087,-0.865,2.625,1.526,-0.549,27.23
0.253,-0.055,-1.128,3.296,1.160,-0.488,25.61
0.256,-0.021,-1.007,3.235,1.953,-0.671,25.61
0.304,-0.001,-0.957,2.380,1.526,-0.977,25.61
0.383,-0.034,-0.950,2.441,2.014,-0.549,25.61
0.432,0.003,-0.876,2.563,1.953,-0.732,25.61
0.376,0.028,-0.847,2.930,2.075,-0.671,25.61
0.306,-0.012,-1.095,2.502,0.610,-0.671,25.61
0.337,-0.001,-1.241,1.953,0.244,-0.916,25.61
0.349,0.001,-1.109,2.014,1.465,-1.221,25.61
0.202,-0.025,-0.950,1.709,2.502,-1.343,25.61
0.267,-0.001,-0.969,1.465,1.160,-1.038,25.61
0.410,0.034,-1.160,1.770,1.709,-1.160,25.61
0.323,0.077,-0.941,1.526,3.723,-1.587,25.61
0.228,0.049,-0.802,0.977,2.625,-1.221,25.61
0.379,-0.048,-1.185,0.671,0.732,-1.160,25.61
0.450,-0.013,-1.072,0.610,2.197,-1.221,25.61
0.340,0.071,-0.922,1.282,2.563,-1.099,25.61
0.310,0.017,-1.092,1.343,1.465,-1.221,25.61
0.365,-0.069,-1.019,0.549,1.770,-1.587,25.61
0.247,0.073,-0.824,0.793,1.892,-1.221,25.61
0.216,0.179,-1.132,0.916,0.183,-1.648,25.61
0.324,0.016,-1.325,-0.549,1.892,-2.014,25.61
0.294,-0.144,-0.951,-1.160,5.066,-1.770,25.61
0.238,-0.060,-0.549,0.183,4.150,-1.343,25.61
0.305,0.081,-0.978,1.099,0.488,-1.892,25.61
0.320,0.021,-1.166,-0.305,0.549,-2.197,25.61
0.280,-0.012,-1.013,0.183,1.526,-2.136,25.61
0.285,0.020,-0.995,0.488,1.343,-1.709,25.61
0.321,0.027,-1.111,-0.732,1.038,-1.770,25.61
0.293,0.009,-1.060,-1.099,2.563,-1.892,25.61
0.240,-0.021,-0.881,-0.366,3.418,-1.709,25.61
0.235,-0.028,-0.744,-0.244,2.869,-1.404,25.61
0.205,-0.077,-0.948,-0.244,1.343,-1.770,25.61
0.208,-0.135,-0.999,-0.732,0.916,-2.014,25.61
0.322,-0.055,-1.021,0.305,-0.244,-1.526,25.61
0.397,0.065,-1.106,0.671,1.282,-1.953,25.61
0.322,0.086,-1.005,0.549,2.991,-2.014,25.61
0.254,0.020,-0.825,0.000,4.211,-1.831,25.61
0.239,-0.047,-0.814,-0.793,2.075,-1.892,25.61
0.267,-0.075,-0.957,-1.160,1.343,-2.197,25.61
0.268,-0.045,-1.003,-0.977,0.916,-2.197,25.61
0.327,-0.005,-1.012,0.488,0.854,-1.770,25.61
0.386,-0.008,-1.055,0.549,2.625,-1.770,25.61
0.323,-0.016,-0.850,-0.549,4.395,-1.953,25.61
0.226,0.017,-0.644,0.061,3.540,-1.831,25.61
0.238,0.051,-0.796,-0.244,1.160,-2.014,25.61
0.192,0.123,-0.863,-0.916,1.526,-2.075,25.61
0.100,0.245,-0.952,-0.488,0.183,-2.197,25.61
0.137,0.116,-1.199,-0.671,-0.793,-2.197,25.61
0.162,-0.024,-0.871,-1.953,2.380,-2.258,25.61
0.137,-0.174,-0.758,-2.808,2.930,-2.136,25.61
0.176,-0.255,-0.728,-2.747,1.282,-2.197,25.61
0.368,-0.191,-0.909,-1.099,0.488,-2.136,25.61
0.507,-0.070,-0.924,-0.732,0.061,-2.136,25.61
0.518,0.016,-1.347,-0.183,-0.793,-2.197,25.61
0.469,0.156,-1.190,1.099,-0.061,-2.197,25.61
0.433,0.194,-1.111,-0.305,0.977,-2.258,25.61
0.276,-0.196,-1.067,-0.977,1.770,-2.136,25.61
0.306,-0.506,-1.143,-0.732,2.930,-1.953,25.61
0.312,-0.274,-0.776,4.272,1.526,-7.568,24.80
0.243,-0.194,-0.826,4.639,-0.061,-7.324,25.10
0.188,-0.229,-1.092,4.395,-1.709,-7.996,23.77
0.344,-0.385,-1.150,3.479,-1.038,-7.935,23.77
0.362,-0.323,-0.890,4.578,1.831,-7.141,23.77
0.222,-0.161,-0.690,6.165,1.892,-7.080,23.77
0.165,-0.161,-0.895,5.188,-0.305,-7.446,23.77
0.218,-0.279,-0.923,4.089,-1.404,-7.874,23.77
0.268,-0.251,-0.929,4.089,-1.831,-7.690,23.77
0.357,-0.172,-1.054,4.639,-1.038,-7.263,23.77
0.257,-0.204,-0.973,4.883,0.610,-7.690,23.77
0.210,-0.271,-0.850,5.127,0.122,-7.568,23.77
0.327,-0.173,-0.966,5.615,-1.282,-7.202,23.77
0.368,-0.112,-0.917,5.066,-0.854,-8.118,23.77
0.209,-0.198,-0.883,4.272,-0.549,-7.935,23.77
0.206,-0.222,-0.977,3.479,-1.648,-7.996,23.77
0.234,-0.150,-1.081,4.150,-2.014,-7.629,23.77
0.275,-0.108,-1.174,4.211,-1.709,-8.057,23.77
0.281,-0.176,-1.050,3.296,-0.610,-8.606,23.77
0.235,-0.217,-0.793,2.258,0.061,-8.789,23.77
0.159,-0.212,-0.623,3.052,-0.427,-8.545,23.77
0.262,-0.195,-0.910,3.784,-1.953,-8.484,23.77
0.324,-0.127,-0.950,3.113,-1.831,-8.789,23.77
0.269,-0.075,-0.852,2.625,-1.648,-8.484,23.77
0.377,-0.157,-0.993,3.784,-2.319,-8.179,23.77
0.474,-0.280,-0.980,2.563,-0.671,-8.423,23.77
0.307,-0.267,-0.840,2.991,-0.732,-7.996,23.77
0.361,-0.209,-1.055,5.188,-2.747,-7.812,23.77
0.556,-0.169,-1.348,3.784,-2.686,-8.545,23.77
0.393,-0.294,-0.998,2.625,0.793,-8.545,23.77
0.146,-0.378,-0.680,4.456,0.854,-7.812,23.77
0.290,-0.255,-1.059,6.104,-3.052,-6.836,23.77
0.446,-0.143,-1.291,4.333,-3.174,-7.935,23.77
0.419,-0.240,-1.273,3.784,-1.648,-7.812,23.77
0.429,-0.366,-1.109,5.554,0.427,-7.935,23.77
0.442,-0.363,-0.923,5.981,2.441,-7.812,23.77
0.246,-0.316,-0.557,5.371,1.587,-7.690,23.77
0.190,-0.227,-0.740,6.653,-2.258,-7.507,23.77
0.374,-0.193,-1.237,6.531,-3.357,-7.935,23.77
0.471,-0.123,-1.011,5.737,14.160,-7.812,23.77
0.375,-0.163,-0.451,5.432,1.831,-7.751,23.77
0.277,-0.244,-0.696,5.615,0.000,-7.751,23.77
0.295,-0.242,-1.146,5.249,-2.197,-7.935,23.77
0.300,-0.226,-1.016,4.944,-1.526,-7.996,23.77
0.271,-0.186,-0.969,5.188,-1.282,-7.996,23.77
0.357,-0.162,-1.198,5.859,-2.319,-8.240,23.77
0.339,-0.129,-1.222,4.639,-1.648,-8.423,23.77
0.195,-0.123,-0.952,5.981,-0.244,-8.484,23.77
0.230,-0.202,-1.026,6.348,-1.099,-7.935,23.77
0.366,-0.284,-1.306,5.432,-1.465,-8.179,23.77
0.431,-0.263,-1.219,4.333,0.244,-8.301,23.77
0.376,-0.185,-0.949,5.737,0.977,-8.179,23.77
0.397,-0.219,-1.020,6.042,0.977,-7.935,23.77
0.322,-0.329,-0.962,5.615,1.099,-8.057,23.77
0.351,-0.328,-0.778,5.737,-0.305,-7.629,23.77
0.431,-0.187,-0.980,6.897,-2.625,-7.751,23.77
0.401,-0.130,-1.203,5.920,-1.648,-8.057,23.77
0.289,-0.193,-0.978,6.165,1.160,-7.812,23.77
0.312,-0.266,-0.802,7.996,1.770,-7.080,23.77
0.287,-0.169,-0.832,8.301,0.732,-7.080,23.77
0.286,-0.052,-1.046,7.507,-0.488,-7.812,23.77
0.333,-0.126,-1.049,6.165,-0.427,-8.057,23.77
0.365,-0.223,-0.918,5.737,0.671,-8.301,23.77
0.303,-0.195,-0.710,6.897,1.099,-8.057,23.77
0.305,-0.051,-0.779,7.568,-1.282,-7.263,23.77
0.364,-0.011,-0.971,6.042,-1.587,-7.996,23.77
0.382,-0.133,-1.062,4.822,0.244,-8.362,23.77
0.370,-0.158,-0.939,5.371,2.014,-8.118,23.77
0.324,-0.103,-0.816,5.676,0.671,-8.423,23.77
0.295,-0.108,-0.984,4.578,-1.831,-8.667,23.77
0.344,-0.111,-1.197,4.578,-2.563,-8.789,23.77
0.490,-0.126,-1.394,4.089,-0.427,-8.484,23.77
0.344,-0.183,-1.057,3.906,2.441,-8.667,23.77
0.213,-0.221,-0.692,4.333,4.700,-8.606,23.77
0.185,-0.249,-0.986,3.845,0.549,-8.911,23.77
0.390,-0.227,-1.218,3.174,-1.709,-8.972,23.77
0.391,-0.123,-1.135,3.662,0.793,-8.667,23.77
0.278,-0.022,-0.823,4.456,2.441,-8.911,23.77
0.272,-0.105,-0.895,3.174,0.916,-9.155,23.77
0.328,-0.200,-0.927,2.075,0.854,-9.888,23.77
0.207,-0.176,-0.789,2.319,0.977,-9.583,23.77
0.171,-0.101,-0.990,3.174,-0.061,-9.460,23.77
0.302,-0.050,-1.031,2.686,-0.244,-9.949,23.77
0.417,-0.069,-1.051,1.953,0.549,-10.315,23.77
0.328,-0.003,-0.833,1.770,1.709,-10.071,23.77
0.295,0.030,-0.896,2.014,1.526,-9.827,23.77
0.367,-0.107,-1.007,0.854,0.610,-10.376,23.77
0.420,-0.307,-0.784,-0.427,1.282,-10.315,23.77
0.425,-0.345,-1.030,0.854,-0.793,-9.827,23.77
0.464,-0.133,-1.454,3.357,-1.831,-9.460,23.77
0.575,0.060,-1.423,3.235,0.061,-9.949,23.77
0.396,-0.063,-1.021,2.014,3.723,-10.071,23.77
0.234,-0.252,-0.832,1.709,2.502,-9.644,23.77
0.317,-0.320,-1.181,1.526,0.305,-9.705,23.77
0.377,-0.213,-1.087,1.038,1.770,-9.705,23.77
0.369,-0.136,-0.922,2.625,1.648,-9.644,23.77
0.407,-0.151,-1.054,3.723,1.770,-9.216,23.77
0.417,-0.177,-0.948,2.869,3.540,-9.583,23.77
0.318,-0.187,-0.542,2.380,4.028,-9.521,23.77
0.276,-0.218,-0.577,2.991,0.671,-9.827,23.77
0.221,-0.240,-0.811,2.563,-0.732,-9.766,23.77
0.200,-0.207,-0.958,1.770,-0.366,-9.521,23.77
